#,CPU-T,ACC-T,CPU-A,ACC-A,CPU-W,ACC-W,CPU-Time,ACC-Time,CPU Throughput (B/s),ACC Throughput (B/s),CPU-Energy (J),ACC-Energy (J),Total Time,Total Enegy (J),CPU MB/s,ACC MB/s,CPU Power (W),ACC Power (W),Total Power (W),Total Throughput (MB/s),Power Efficiency,,Lowest Time,Lowest Energy,highest throughput,Highest Power Efficiency,,CPU Input Size,ACC Input Size,Total Size
115,12,180,none,balanced,92.5,7.5,1.844038,0.2624818,1630110000,928982000,188.6544,61.46866,1.844038,250.1234,1.63E+03,9.29E+02,102.3050501,234.1825605,336.4876106,1762.29,19.90,,,,,,,3.01E+09,2.44E+08,
116,12,180,none,balanced,95,5,1.829544,0.2361442,1692388000,688368400,194.9958,55.32044,1.829544,250.3164,1.69E+03,6.88E+02,106.58164,234.2655039,340.8471439,1776.25,18.82,,,,,,,3.10E+09,1.63E+08,
117,12,180,none,balanced,97.5,2.5,1.838452,0.2070324,1723426000,393604600,193.6704,48.7268,1.838452,242.397,1.72E+03,3.94E+02,105.3442788,235.3583304,340.7026092,1767.65,18.03,,,,,,,3.17E+09,8.15E+07,
118,12,240,none,balanced,2.5,97.5,0.1042122,0.9191444,779658800,3447632000,7.866204,221.5922,0.9191444,229.4582,7.80E+02,3.45E+03,75.48256346,241.0852963,316.5678597,3535.61,24.63,,,,,,,8.12E+07,3.17E+09,
119,12,240,none,balanced,5,95,0.1694194,0.9096334,966002200,3393838000,13.38092,214.879,0.9096334,228.2598,9.66E+02,3.39E+03,78.98103759,236.2259345,315.2069721,3572.58,26.60,,,,,,,1.64E+08,3.09E+09,
120,12,240,none,balanced,7.5,92.5,0.2297884,0.893042,1067381400,3365856000,18.41588,212.9596,0.893042,231.3754,1.07E+03,3.37E+03,80.14277483,238.4653801,318.608155,3638.95,27.43,,,,,,,2.45E+08,3.01E+09,
121,12,240,none,balanced,10,90,0.2851686,0.9068952,1140404000,3227386000,23.77294,216.811,0.9068952,240.5836,1.14E+03,3.23E+03,83.36450787,239.0695198,322.4340277,3583.36,27.18,,,,,,,3.25E+08,2.93E+09,
122,12,240,none,balanced,12.5,87.5,0.3455554,0.8671756,1176960000,3279562000,28.30328,206.5096,0.8671756,234.8128,1.18E+03,3.28E+03,81.90663494,238.1404643,320.0470992,3747.49,28.14,,,,,,,4.07E+08,2.84E+09,
123,12,240,none,balanced,15,85,0.3919802,0.8468204,1243634000,3261788000,31.58186,204.1,0.8468204,235.6818,1.24E+03,3.26E+03,80.570039,241.0192291,321.5892681,3837.57,28.97,,,,,,,4.87E+08,2.76E+09,
124,12,240,none,balanced,17.5,82.5,0.4527764,0.8282586,1256026000,3236808000,38.6071,198.0908,0.8282586,236.698,1.26E+03,3.24E+03,85.26747419,239.1654008,324.4328749,3923.57,28.26,,,,,,,5.69E+08,2.68E+09,
125,12,240,none,balanced,20,80,0.508903,0.8190294,1277152000,3174008000,43.11756,196.5106,0.8190294,239.6282,1.28E+03,3.17E+03,84.72648029,239.9310696,324.6575499,3967.79,28.30,,,,,,,6.50E+08,2.60E+09,
126,12,240,none,balanced,22.5,77.5,0.5693888,0.8031636,1284774000,3135916000,48.36594,189.5894,0.8031636,237.9552,1.28E+03,3.14E+03,84.94360971,236.0532773,320.996887,4046.17,28.41,,,,,,,7.32E+08,2.52E+09,
127,12,240,none,balanced,25,75,0.6265648,0.7900916,1296614000,3085056000,52.62082,186.5884,0.7900916,239.2088,1.30E+03,3.09E+03,83.98304533,236.1604654,320.1435108,4113.11,28.50,,,,,,,8.12E+08,2.44E+09,
128,12,240,none,balanced,27.5,72.5,0.6897054,0.7707854,1295766000,3056498000,58.99164,185.9198,0.7707854,244.9114,1.30E+03,3.06E+03,85.53164873,241.2082533,326.739902,4216.13,27.82,,,,,,,8.94E+08,2.36E+09,
129,12,240,none,balanced,30,70,0.7579292,0.7606886,1286590000,2990516000,64.00418,185.2918,0.765706,249.2958,1.29E+03,2.99E+03,84.44611977,243.5842998,328.0304196,4244.10,27.51,,,,,,,9.75E+08,2.27E+09,
130,12,240,none,balanced,32.5,67.5,0.7904834,0.7440196,1336038000,2948248000,69.53574,180.2882,0.7904834,249.8238,1.34E+03,2.95E+03,87.96609771,242.3164659,330.2825636,4111.07,27.36,,,,,,,1.06E+09,2.19E+09,
131,12,240,none,balanced,35,65,0.8608088,0.727168,1321612000,2904868000,72.31862,175.8998,0.8608088,248.2184,1.32E+03,2.90E+03,84.01240787,241.8970582,325.909466,3775.21,27.74,,,,,,,1.14E+09,2.11E+09,
132,12,240,none,balanced,37.5,62.5,0.9049412,0.717057,1346598000,2832880000,78.43408,173.057,0.9049412,251.491,1.35E+03,2.83E+03,86.67312307,241.3434357,328.0165588,3591.10,27.27,,,,,,,1.22E+09,2.03E+09,
133,12,240,none,balanced,40,60,0.9663362,0.735478,1345202000,2654960000,84.11514,178.5528,0.9663362,262.668,1.35E+03,2.65E+03,87.0454196,242.7710958,329.8165154,3362.94,26.39,,,,,,,1.30E+09,1.95E+09,
134,12,240,none,balanced,42.5,57.5,1.025962,0.6907126,1346128000,2706024000,89.70638,167.9006,1.025962,257.607,1.35E+03,2.71E+03,87.43635729,243.0831579,330.5195152,3167.50,26.53,,,,,,,1.38E+09,1.87E+09,
135,12,240,none,balanced,45,55,1.076434,0.7002544,1358794000,2552506000,93.46312,172.532,1.076434,265.995,1.36E+03,2.55E+03,86.82661454,246.3847425,333.211357,3018.98,26.01,,,,,,,1.46E+09,1.79E+09,
136,12,240,none,balanced,47.5,52.5,1.106646,0.6806208,1394936000,2506544000,101.67852,168.1314,1.106646,269.8102,1.39E+03,2.51E+03,91.87989655,247.0265381,338.9064347,2936.56,25.33,,,,,,,1.54E+09,1.71E+09,
137,12,240,none,balanced,50,50,1.183468,0.6667196,1373822000,2437980000,103.2942,168.387,1.183468,271.6812,1.37E+03,2.44E+03,87.28094042,252.5604467,339.8413871,2745.94,25.39,,,,,,,1.63E+09,1.63E+09,
138,12,240,none,balanced,52.5,47.5,1.271076,0.65888,1342772000,2343448000,111.1318,168.2192,1.271076,279.351,1.34E+03,2.34E+03,87.4312787,255.3108305,342.7421092,2556.68,24.54,,,,,,,1.71E+09,1.54E+09,
139,12,240,none,balanced,55,45,1.269044,0.6294314,1410804000,2323514000,114.4902,162.8834,1.269044,277.3736,1.41E+03,2.32E+03,90.21767567,258.7786374,348.996313,2560.77,24.62,,,,,,,1.79E+09,1.46E+09,
140,12,240,none,balanced,57.5,42.5,1.332604,0.6103464,1402214000,2262908000,119.805,156.1498,1.332604,275.9548,1.40E+03,2.26E+03,89.9029269,255.8379963,345.7409232,2438.63,24.44,,,,,,,1.87E+09,1.38E+09,
141,12,240,none,balanced,60,40,1.407998,0.5822724,1386374000,2232502000,127.2572,149.6978,1.407998,276.955,1.39E+03,2.23E+03,90.38166247,257.0923849,347.4740474,2308.05,24.02,,,,,,,1.95E+09,1.30E+09,
142,12,240,none,balanced,62.5,37.5,1.41943,0.560199,1432764000,2175424000,127.2538,143.5486,1.41943,270.8024,1.43E+03,2.18E+03,89.65133892,256.245727,345.8970659,2289.46,24.47,,,,,,,2.03E+09,1.22E+09,
143,12,240,none,balanced,65,35,1.46978,0.5357044,1437486000,2123396000,134.6014,136.164,1.46978,270.7652,1.44E+03,2.12E+03,91.57928397,254.1774904,345.7567744,2211.03,24.05,,,,,,,2.11E+09,1.14E+09,
144,12,240,none,balanced,67.5,32.5,1.59709,0.5262502,1375230000,2009458000,144.858,136.6628,1.59709,281.521,1.38E+03,2.01E+03,90.70121283,259.6916828,350.3928956,2034.78,22.90,,,,,,,2.20E+09,1.06E+09,
145,12,240,none,balanced,70,30,1.559594,0.4914006,1458530000,1984676000,140.9466,126.1322,1.559594,267.0792,1.46E+03,1.98E+03,90.373905,256.6789703,347.0528753,2083.71,23.87,,,,,,,2.27E+09,9.75E+08,
146,12,240,none,balanced,72.5,27.5,1.577316,0.4728342,1495498000,1890200000,146.4032,122.0818,1.577316,268.4848,1.50E+03,1.89E+03,92.81792615,258.1915606,351.0094867,2060.29,23.43,,,,,,,2.36E+09,8.94E+08,
147,12,240,none,balanced,75,25,1.749162,0.4518412,1398810000,1799016000,163.5224,115.9314,1.749162,279.4538,1.40E+03,1.80E+03,93.48613793,256.5755403,350.0616782,1857.88,21.97,,,,,,,2.45E+09,8.13E+08,
148,12,240,none,balanced,77.5,22.5,1.731376,0.4299166,1458552000,1700688000,163.0866,108.9898,1.731376,272.0764,1.46E+03,1.70E+03,94.19479073,253.5138211,347.7086118,1876.97,22.19,,,,,,,2.53E+09,7.31E+08,
149,12,240,none,balanced,80,20,1.765274,0.4012432,1475662000,1620234000,168.7096,100.77418,1.765274,269.4838,1.48E+03,1.62E+03,95.57133907,251.1548607,346.7261998,1840.92,21.89,,,,,,,2.60E+09,6.50E+08,
150,12,240,none,balanced,82.5,17.5,1.656272,0.3821386,1618994000,1488490000,166.609,97.28534,1.656272,263.8942,1.62E+03,1.49E+03,100.592777,254.5812959,355.1740729,1962.08,21.94,,,,,,,2.68E+09,5.69E+08,
151,12,240,none,balanced,85,15,1.762516,0.3658076,1570964000,1332968000,179.1352,91.2176,1.762516,270.3526,1.57E+03,1.33E+03,101.6360703,249.3594994,350.9955696,1843.80,20.80,,,,,,,2.77E+09,4.88E+08,
152,12,240,none,balanced,87.5,12.5,1.757284,0.3362308,1622438000,1208516000,175.4424,83.52124,1.757284,258.9638,1.62E+03,1.21E+03,99.83724885,248.4044888,348.2417377,1849.29,21.12,,,,,,,2.85E+09,4.06E+08,
153,12,240,none,balanced,90,10,1.855178,0.3190928,1577138000,1018358000,187.5684,78.04852,1.855178,265.6168,1.58E+03,1.02E+03,101.1053387,244.595052,345.7003907,1751.71,19.76,,,,,,,2.93E+09,3.25E+08,
154,12,240,none,balanced,92.5,7.5,1.803832,0.295159,1670848000,826083800,186.391,71.76944,1.803832,258.1606,1.67E+03,8.26E+02,103.3305762,243.1551808,346.485757,1801.57,19.57,,,,,,,3.01E+09,2.44E+08,
155,12,240,none,balanced,95,5,1.83181,0.2705774,1688776000,600594400,190.0884,63.7228,1.83181,253.811,1.69E+03,6.01E+02,103.7708059,235.5067349,339.2775408,1774.06,18.82,,,,,,,3.09E+09,1.63E+08,
156,12,240,none,balanced,97.5,2.5,1.83022,0.2647198,1741644000,307284800,197.5398,62.90826,1.83022,260.448,1.74E+03,3.07E+02,107.9322704,237.640932,345.5732025,1775.60,17.43,,,,,,,3.19E+09,8.13E+07,
157,24,240,none,balanced,2.5,97.5,0.1052262,0.9250346,783691000,3425336000,9.358736,220.404,0.9250346,229.7626,7.84E+02,3.43E+03,88.93921856,238.2656822,327.2049007,3513.09,23.19,,,,,,,8.25E+07,3.17E+09,
158,24,240,none,balanced,5,95,0.1404598,0.9048472,1158080000,3411912000,13.05002,214.4398,0.9048472,227.4898,1.16E+03,3.41E+03,92.90928792,236.9900686,329.8993565,3591.47,26.86,,,,,,,1.63E+08,3.09E+09,
159,24,240,none,balanced,7.5,92.5,0.1713068,0.8948286,1423968000,3359804000,15.55508,214.587,0.8948286,230.1422,1.42E+03,3.36E+03,90.80246669,239.8079364,330.6104031,3631.68,29.69,,,,,,,2.44E+08,3.01E+09,
160,24,240,none,balanced,10,90,0.2080354,0.8806804,1599596000,3320882000,19.25754,213.1314,0.8806804,232.3888,1.60E+03,3.32E+03,92.56857246,242.0076568,334.5762293,3690.03,31.00,,,,,,,3.33E+08,2.92E+09,
161,24,240,none,balanced,12.5,87.5,0.2615146,0.8688634,1603734000,3273020000,23.18204,208.0302,0.8688634,231.2124,1.60E+03,3.27E+03,88.64529934,239.4279699,328.0732693,3740.21,31.76,,,,,,,4.19E+08,2.84E+09,
162,24,240,none,balanced,15,85,0.2570996,0.8451372,1910492000,3268200000,23.18244,202.791,0.8451372,225.9736,1.91E+03,3.27E+03,90.16910178,239.9503891,330.1194909,3845.22,34.81,,,,,,,4.91E+08,2.76E+09,
163,24,240,none,balanced,17.5,82.5,0.2853286,0.8297716,1999382000,3231126000,28.99996,198.0182,0.8297716,227.0178,2.00E+03,3.23E+03,101.6370599,238.6418142,340.2788741,3916.42,33.21,,,,,,,5.70E+08,2.68E+09,
164,24,240,none,balanced,20,80,0.3408248,0.8171646,1922842000,3181362000,33.02156,195.9648,0.8171646,228.9864,1.92E+03,3.18E+03,96.88719835,239.810682,336.6978803,3976.84,33.11,,,,,,,6.55E+08,2.60E+09,
165,24,240,none,balanced,22.5,77.5,0.3520798,0.80105,2083704000,3143966000,32.88096,190.93,0.80105,223.8112,2.08E+03,3.14E+03,93.3906461,238.3496661,331.7403122,4056.84,35.50,,,,,,,7.34E+08,2.52E+09,
166,24,240,none,balanced,25,75,0.3769644,0.7941106,2159028000,3071946000,35.65564,187.0352,0.7941106,222.6906,2.16E+03,3.07E+03,94.58622618,235.5278975,330.1141237,4092.29,35.87,,,,,,,8.14E+08,2.44E+09,
167,24,240,none,balanced,27.5,72.5,0.414939,0.7738538,2164978000,3044578000,40.39396,180.634,0.7738538,221.0278,2.16E+03,3.04E+03,97.34915253,233.4213517,330.7705042,4199.42,35.28,,,,,,,8.98E+08,2.36E+09,
168,24,240,none,balanced,30,70,0.4409012,0.7595458,2215550000,2995320000,42.27672,179.922,0.7595458,222.1986,2.22E+03,3.00E+03,95.88706041,236.8810413,332.7681017,4278.52,35.75,,,,,,,9.77E+08,2.28E+09,
169,24,240,none,balanced,32.5,67.5,0.4798966,0.7432814,2208454000,2951140000,46.292,176.2176,0.7432814,222.5096,2.21E+03,2.95E+03,96.46244629,237.0805996,333.5430459,4372.15,35.34,,,,,,,1.06E+09,2.19E+09,
170,24,240,none,balanced,35,65,0.5283974,0.7359044,2166340000,2870198000,49.33836,171.6704,0.7359044,221.0086,2.17E+03,2.87E+03,93.37358587,233.2781269,326.6517128,4415.97,35.50,,,,,,,1.14E+09,2.11E+09,
171,24,240,none,balanced,37.5,62.5,0.5157214,0.7176264,2363220000,2830476000,48.98804,166.8802,0.7176264,215.868,2.36E+03,2.83E+03,94.9893489,232.5446778,327.5340267,4528.45,37.05,,,,,,,1.22E+09,2.03E+09,
172,24,240,none,balanced,40,60,0.5634648,0.7049352,2309206000,2766830000,54.97,168.0434,0.7049352,223.0134,2.31E+03,2.77E+03,97.55711448,238.3813434,335.9384579,4609.98,35.28,,,,,,,1.30E+09,1.95E+09,
173,24,240,none,balanced,42.5,57.5,0.5788478,0.7069086,2386038000,2643864000,57.84744,167.6062,0.7069086,225.454,2.39E+03,2.64E+03,99.93549254,237.0974126,337.0329051,4597.11,35.03,,,,,,,1.38E+09,1.87E+09,
174,24,240,none,balanced,45,55,0.6156848,0.701273,2375218000,2555584000,60.2507,164.5128,0.701273,224.7634,2.38E+03,2.56E+03,97.85965156,234.591664,332.4513156,4634.05,35.17,,,,,,,1.46E+09,1.79E+09,
175,24,240,none,balanced,47.5,52.5,0.645071,0.6860452,2392834000,2487424000,65.98656,163.9204,0.6860452,229.9068,2.39E+03,2.49E+03,102.293484,238.9352772,341.2287611,4736.91,33.80,,,,,,,1.54E+09,1.71E+09,
176,24,240,none,balanced,50,50,0.695748,0.6630284,2337986000,2450626000,67.8137,156.3806,0.695748,224.1944,2.34E+03,2.45E+03,97.46876743,235.8580718,333.3268393,4670.85,34.38,,,,,,,1.63E+09,1.62E+09,
177,24,240,none,balanced,52.5,47.5,0.7047592,0.6666022,2421508000,2318284000,74.41552,161.2328,0.7072748,235.6484,2.42E+03,2.32E+03,105.5899944,241.8725891,347.4625835,4594.73,32.52,,,,,,,1.71E+09,1.55E+09,
178,24,240,none,balanced,55,45,0.7763966,0.6355912,2311402000,2301048000,80.84314,153.2748,0.7763966,234.118,2.31E+03,2.30E+03,104.1260871,241.1531185,345.2792057,4185.66,31.74,,,,,,,1.79E+09,1.46E+09,
179,24,240,none,balanced,57.5,42.5,0.7955246,0.604997,2348906000,2283122000,75.36644,143.7556,0.7955246,219.1222,2.35E+03,2.28E+03,94.73803827,237.6137402,332.3517785,4085.02,34.40,,,,,,,1.87E+09,1.38E+09,
180,24,240,none,balanced,60,40,0.8590372,0.5913622,2273286000,2201184000,82.54226,142.726,0.8590372,225.2684,2.27E+03,2.20E+03,96.08694478,241.3512396,337.4381843,3783.00,32.78,,,,,,,1.95E+09,1.30E+09,
181,24,240,none,balanced,62.5,37.5,0.908111,0.5598386,2238170000,2176858000,90.93696,139.3078,0.908111,230.2446,2.24E+03,2.18E+03,100.1385954,248.8356466,348.974242,3578.57,31.10,,,,,,,2.03E+09,1.22E+09,
182,24,240,none,balanced,65,35,0.911976,0.5448586,2316282000,2087602000,89.82764,135.053,0.911976,224.8806,2.32E+03,2.09E+03,98.49781135,247.867979,346.3657903,3563.40,31.94,,,,,,,2.11E+09,1.14E+09,
183,24,240,none,balanced,67.5,32.5,0.9732212,0.5146432,2258494000,2052318000,97.25058,125.5602,0.9732212,222.8106,2.26E+03,2.05E+03,99.92649153,243.9752434,343.901735,3339.15,31.01,,,,,,,2.20E+09,1.06E+09,
184,24,240,none,balanced,70,30,1.0281,0.4950962,2216592000,1969106000,101.86456,123.5678,1.0281,225.4322,2.22E+03,1.97E+03,99.08040074,249.5834143,348.663815,3160.91,30.26,,,,,,,2.28E+09,9.75E+08,
185,24,240,none,balanced,72.5,27.5,1.0011362,0.4760486,2353380000,1877484000,100.8545,117.2828,1.0011362,218.1374,2.35E+03,1.88E+03,100.7400392,246.3672827,347.1073218,3246.05,30.98,,,,,,,2.36E+09,8.94E+08,
186,24,240,none,balanced,75,25,1.04297,0.4474114,2337034000,1816236000,106.7352,110.857,1.04297,217.592,2.34E+03,1.82E+03,102.337747,247.7741962,350.1119432,3115.85,30.17,,,,,,,2.44E+09,8.13E+08,
187,24,240,none,balanced,77.5,22.5,1.102732,0.4255844,2288492000,1718196000,117.8442,107.507,1.102732,225.3512,2.29E+03,1.72E+03,106.8656754,252.610293,359.4759685,2946.98,28.22,,,,,,,2.52E+09,7.31E+08,
188,24,240,none,balanced,80,20,1.117628,0.4051048,2333922000,1604430000,121.4874,103.7738,1.117628,225.2612,2.33E+03,1.60E+03,108.7011063,256.1653182,364.8664245,2907.71,27.73,,,,,,,2.61E+09,6.50E+08,
189,24,240,none,balanced,82.5,17.5,1.143596,0.3870802,2344208000,1469222000,122.2794,99.15104,1.143596,221.4302,2.34E+03,1.47E+03,106.9253478,256.1511542,363.076502,2841.68,27.66,,,,,,,2.68E+09,5.69E+08,
190,24,240,none,balanced,85,15,1.17727,0.362596,2347482000,1344442000,120.7124,93.03788,1.17727,213.7504,2.35E+03,1.34E+03,102.5358669,256.588269,359.1241359,2760.40,28.13,,,,,,,2.76E+09,4.87E+08,
191,24,240,none,balanced,87.5,12.5,1.21936,0.3406184,2334992000,1192656000,127.2226,86.71538,1.21936,213.9378,2.33E+03,1.19E+03,104.3355531,254.5821952,358.9177483,2665.11,27.06,,,,,,,2.85E+09,4.06E+08,
192,24,240,none,balanced,90,10,1.244358,0.3131554,2350352000,1037882000,131.737,82.05434,1.244358,213.7912,2.35E+03,1.04E+03,105.8674433,262.0243496,367.8917929,2611.58,26.16,,,,,,,2.92E+09,3.25E+08,
193,24,240,none,balanced,92.5,7.5,1.252456,0.2935574,2403192000,830599200,136.1632,73.8298,1.252456,209.993,2.40E+03,8.31E+02,108.7169529,251.500388,360.2173409,2594.69,25.41,,,,,,,3.01E+09,2.44E+08,
194,24,240,none,balanced,95,5,1.288684,0.2751092,2417450000,590924000,141.1058,68.05392,1.288684,209.1598,2.42E+03,5.91E+02,109.496044,247.3705714,356.8666154,2521.75,24.47,,,,,,,3.12E+09,1.63E+08,
195,24,240,none,balanced,97.5,2.5,1.34983,0.2561528,2348032000,317484000,143.5204,62.54558,1.34983,206.0662,2.35E+03,3.17E+02,106.3247965,244.1729312,350.4977276,2407.51,23.38,,,,,,,3.17E+09,8.13E+07,
196,24,60,none,balanced,2.5,97.5,0.0976452,1.658778,840475800,1910466000,8.549284,418.4408,1.658778,426.99,8.40E+02,1.91E+03,87.55457514,252.2584698,339.8130449,1959.11,17.17,,,,,,,8.21E+07,3.17E+09,
197,24,60,none,balanced,5,95,0.1328448,1.61353,1243421800,1913874000,12.02957,407.8282,1.61353,419.8576,1.24E+03,1.91E+03,90.55356326,252.7552633,343.3088266,2014.05,21.30,,,,,,,1.65E+08,3.09E+09,
198,24,60,none,balanced,7.5,92.5,0.2004858,1.584654,1257016400,1897284000,18.30296,400.5918,1.584654,418.8946,1.26E+03,1.90E+03,91.29304918,252.7944902,344.0875393,2050.75,21.27,,,,,,,2.52E+08,3.01E+09,
199,24,60,none,balanced,10,90,0.2236144,1.586526,1501902000,1845060000,21.5135,401.2056,1.586526,422.7192,1.50E+03,1.85E+03,96.20802596,252.8830917,349.0911177,2048.33,22.91,,,,,,,3.36E+08,2.93E+09,
200,24,60,none,balanced,12.5,87.5,0.235578,1.55902,1749880000,1823850000,22.45876,396.1368,1.55902,418.5956,1.75E+03,1.82E+03,95.33470867,254.093469,349.4281776,2084.47,25.53,,,,,,,4.12E+08,2.84E+09,
201,24,60,none,balanced,15,85,0.2578744,1.523896,1911982000,1812792000,23.7337,384.9274,1.523896,408.661,1.91E+03,1.81E+03,92.03589034,252.5942715,344.6301619,2132.52,27.95,,,,,,,4.93E+08,2.76E+09,
202,24,60,none,balanced,17.5,82.5,0.3116828,1.482358,1857626000,1808700000,30.55064,373.457,1.482358,404.0076,1.86E+03,1.81E+03,98.01836996,251.934418,349.952788,2192.27,26.13,,,,,,,5.79E+08,2.68E+09,
203,24,60,none,balanced,20,80,0.3497194,1.450992,1895738000,1792184000,32.75606,365.3778,1.450992,398.134,1.90E+03,1.79E+03,93.66383449,251.8124152,345.4762497,2239.66,27.36,,,,,,,6.63E+08,2.60E+09,
204,24,60,none,balanced,22.5,77.5,0.358804,1.425898,2051448000,1767094000,34.90562,359.3016,1.425898,394.2072,2.05E+03,1.77E+03,97.28325214,251.9826804,349.2659325,2279.08,28.10,,,,,,,7.36E+08,2.52E+09,
205,24,60,none,balanced,25,75,0.3738634,1.378318,2176830000,1768892000,35.96408,345.1226,1.378318,381.0864,2.18E+03,1.77E+03,96.19577632,250.394031,346.5898073,2357.75,29.69,,,,,,,8.14E+08,2.44E+09,
206,24,60,none,balanced,27.5,72.5,0.3945924,1.365136,2264840000,1726000000,37.38052,341.5636,1.365136,378.9438,2.26E+03,1.73E+03,94.73198166,250.2048148,344.9367964,2380.52,30.81,,,,,,,8.94E+08,2.36E+09,
207,24,60,none,balanced,30,70,0.4436454,1.350038,2199628000,1685674000,41.52444,338.5164,1.350038,380.0408,2.20E+03,1.69E+03,93.59826564,250.7458309,344.3440965,2407.14,30.22,,,,,,,9.76E+08,2.28E+09,
208,24,60,none,balanced,32.5,67.5,0.4839586,1.264216,2194590000,1735886000,45.8682,316.04,1.264216,361.9082,2.19E+03,1.74E+03,94.77711523,249.9889259,344.7660412,2570.55,30.10,,,,,,,1.06E+09,2.19E+09,
209,24,60,none,balanced,35,65,0.501888,1.251156,2266872000,1688614000,48.75614,312.2474,1.251156,361.0038,2.27E+03,1.69E+03,97.14545875,249.5671203,346.7125791,2597.39,30.10,,,,,,,1.14E+09,2.11E+09,
210,24,60,none,balanced,37.5,62.5,0.5183294,1.235128,2352072000,1644970000,49.72158,310.3426,1.235128,360.0642,2.35E+03,1.64E+03,95.92660575,251.2635128,347.1901185,2631.09,31.07,,,,,,,1.22E+09,2.03E+09,
211,24,60,none,balanced,40,60,0.5937418,1.18669,2201366000,1644208000,56.21986,295.8748,1.18669,352.0946,2.20E+03,1.64E+03,94.68738768,249.3277941,344.0151818,2738.49,29.84,,,,,,,1.31E+09,1.95E+09,
212,24,60,none,balanced,42.5,57.5,0.5831232,1.16588,2369090000,1603430000,56.95916,289.6092,1.16588,346.5688,2.37E+03,1.60E+03,97.67946122,248.4039524,346.0834136,2787.37,30.71,,,,,,,1.38E+09,1.87E+09,
213,24,60,none,balanced,45,55,0.6052954,1.14492,2415874000,1561786000,60.30256,285.1926,1.14492,345.495,2.42E+03,1.56E+03,99.62500954,249.0939105,348.71892,2838.39,30.52,,,,,,,1.46E+09,1.79E+09,
214,24,60,none,balanced,47.5,52.5,0.6395694,1.095038,2413768000,1558650000,65.35686,269.5996,1.095038,334.9568,2.41E+03,1.56E+03,102.1888477,246.2011364,348.3899841,2967.69,29.95,,,,,,,1.54E+09,1.71E+09,
215,24,60,none,balanced,50,50,0.7006702,1.086118,2332128000,1496730000,70.8111,268.99,1.086118,339.8014,2.33E+03,1.50E+03,101.0619547,247.6618563,348.7238109,2992.06,29.12,,,,,,,1.63E+09,1.63E+09,
216,24,60,none,balanced,52.5,47.5,0.7131748,1.053126,2392274000,1466602000,70.91814,261.8084,1.053126,332.7264,2.39E+03,1.47E+03,99.44005313,248.601212,348.0412651,3085.80,29.96,,,,,,,1.71E+09,1.54E+09,
217,24,60,none,balanced,55,45,0.7630492,1.033619,2342852000,1415334000,80.40422,254.873,1.033619,335.277,2.34E+03,1.42E+03,105.3722617,246.583122,351.9553837,3144.04,27.97,,,,,,,1.79E+09,1.46E+09,
218,24,60,none,balanced,57.5,42.5,0.8167924,0.95051,2289644000,1453410000,83.83082,233.3288,0.95051,317.1596,2.29E+03,1.45E+03,102.6341822,245.4774805,348.1116627,3418.94,28.23,,,,,,,1.87E+09,1.38E+09,
219,24,60,none,balanced,60,40,0.8821186,0.9042638,2214672000,1437470000,86.11244,219.676,0.9155204,305.789,2.21E+03,1.44E+03,97.62002524,242.9335333,340.5535586,3549.60,28.60,,,,,,,1.95E+09,1.30E+09,
220,24,60,none,balanced,62.5,37.5,0.8702936,0.861965,2333686000,1414228000,84.025,208.8586,0.8747028,292.8838,2.33E+03,1.41E+03,96.54787764,242.305198,338.8530756,3715.24,30.01,,,,,,,2.03E+09,1.22E+09,
221,24,60,none,balanced,65,35,0.9063148,0.8161078,2330864000,1394290000,90.53872,200.9124,0.9063148,291.451,2.33E+03,1.39E+03,99.89765146,246.1836537,346.0813051,3585.66,29.00,,,,,,,2.11E+09,1.14E+09,
222,24,60,none,balanced,67.5,32.5,0.9397356,0.772534,2334108000,1367988000,93.86756,188.4808,0.9397356,282.3482,2.33E+03,1.37E+03,99.88720232,243.9773525,343.8645548,3458.14,28.97,,,,,,,2.19E+09,1.06E+09,
