#,CPU-T,ACC-T,CPU-A,ACC-A,CPU-W,ACC-W,CPU-Time,ACC-Time,CPU Throughput (B/s),ACC Throughput (B/s),CPU-Energy (J),ACC-Energy (J),Total Time,Total Enegy (J),CPU MB/s,ACC MB/s,CPU Power (W),ACC Power (W),Total Power (W),Total Throughput (MB/s),Power Efficiency,,Lowest Time,Lowest Energy,highest throughput,Highest Power Efficiency,,CPU Input Size,ACC Input Size,Total Size 
3266,24,60,scatter,compact,42.5,57.5,0.5735738,1.41544,2464136000,1296990000,68.63794,325.6512,1.41544,394.2892,2.46E+03,1.30E+03,119.6671466,230.0706494,349.737796,2295.92,26.23,,,,,,,1.41E+09,1.84E+09,
3267,24,60,scatter,compact,45,55,0.604664,1.371524,2472298000,1279498000,73.99018,314.2664,1.371524,388.2564,2.47E+03,1.28E+03,122.3657767,229.1366392,351.5024159,2369.43,25.79,,,,,,,1.49E+09,1.75E+09,
3268,24,60,scatter,compact,47.5,52.5,0.6393168,1.312408,2465114000,1274990000,78.72184,300.1452,1.312408,378.867,2.47E+03,1.27E+03,123.1343209,228.6980878,351.8324087,2476.16,25.59,,,,,,,1.58E+09,1.67E+09,
3269,24,60,scatter,compact,50,50,0.6789396,1.261978,2442050000,1261586000,81.86766,289.3732,1.261978,371.241,2.44E+03,1.26E+03,120.5816541,229.3013032,349.8829573,2575.11,25.75,,,,,,,1.66E+09,1.59E+09,
3270,24,60,scatter,compact,52.5,47.5,0.7228074,1.202934,2405178000,1256194000,86.07214,276.925,1.202934,362.9972,2.41E+03,1.26E+03,119.0803249,230.2079748,349.2882997,2701.51,25.65,,,,,,,1.74E+09,1.51E+09,
3271,24,60,scatter,compact,55,45,0.7598256,1.147696,2395158000,1246082000,90.57442,261.949,1.147696,352.5236,2.40E+03,1.25E+03,119.2042227,228.239011,347.4432337,2831.53,25.55,,,,,,,1.82E+09,1.43E+09,
3272,24,60,scatter,compact,57.5,42.5,0.8001814,1.084488,2375780000,1243300000,96.15068,245.6584,1.084488,341.809,2.38E+03,1.24E+03,120.1611035,226.5201644,346.6812678,2996.56,25.26,,,,,,,1.90E+09,1.35E+09,
3273,24,60,scatter,compact,60,40,0.8333248,1.0265522,2378442000,1234470000,101.70752,232.7598,1.0265522,334.4674,2.38E+03,1.23E+03,122.0502738,226.7393709,348.7896447,3165.68,24.93,,,,,,,1.98E+09,1.27E+09,
3274,24,60,scatter,compact,62.5,37.5,0.8664838,0.9707854,2381716000,1221474000,106.4746,220.8486,0.9707854,327.3232,2.38E+03,1.22E+03,122.8812356,227.4947687,350.3760043,3347.53,24.75,,,,,,,2.06E+09,1.19E+09,
3275,24,60,scatter,compact,65,35,0.91184,0.916754,2352232000,1205252000,109.3688,207.3206,0.9417282,316.689,2.35E+03,1.21E+03,119.9429725,226.1463817,346.0893541,3450.82,24.94,,,,,,,2.14E+09,1.10E+09,
3276,24,60,scatter,compact,67.5,32.5,0.9502048,0.859685,2342626000,1190414000,110.5764,192.7372,0.9502048,303.3136,2.34E+03,1.19E+03,116.3711234,224.1951412,340.5662646,3420.04,25.44,,,,,,,2.23E+09,1.02E+09,
3277,24,60,scatter,compact,70,30,0.9635162,0.8084038,2394890000,1165740000,114.3686,180.9708,0.9635162,295.3396,2.39E+03,1.17E+03,118.6991978,223.8618868,342.5610846,3372.79,25.38,,,,,,,2.31E+09,9.42E+08,
3278,24,60,scatter,compact,72.5,27.5,0.9915056,0.74139,2409494000,1161154000,122.2192,166.542,0.9915056,288.7612,2.41E+03,1.16E+03,123.266273,224.6348076,347.9010806,3277.58,24.72,,,,,,,2.39E+09,8.61E+08,
3279,24,60,scatter,compact,75,25,1.035368,0.6871318,2385348000,1134492000,128.0908,154.7582,1.035368,282.8492,2.39E+03,1.13E+03,123.7152394,225.2234579,348.9386973,3138.72,24.32,,,,,,,2.47E+09,7.80E+08,
3280,24,60,scatter,compact,77.5,22.5,1.073794,0.6302514,2375630000,1107932000,132.3678,141.7264,1.073794,274.0946,2.38E+03,1.11E+03,123.2711302,224.8728047,348.1439349,3026.40,24.20,,,,,,,2.55E+09,6.98E+08,
3281,24,60,scatter,compact,80,20,1.11401,0.5717502,2362778000,1079088000,136.8562,127.9696,1.11401,264.826,2.36E+03,1.08E+03,122.8500642,223.8208225,346.6708866,2917.15,24.05,,,,,,,2.63E+09,6.17E+08,
3282,24,60,scatter,compact,82.5,17.5,1.100039,0.5091228,2490578000,1052704000,136.3432,113.3698,1.100039,249.713,2.49E+03,1.05E+03,123.9439693,222.6767295,346.6206987,2954.20,24.82,,,,,,,2.74E+09,5.36E+08,
3283,24,60,scatter,compact,85,15,1.126445,0.456697,2506852000,994945800,139.8508,101.14698,1.126445,240.9976,2.51E+03,9.95E+02,124.1523554,221.4750261,345.6273815,2884.95,24.68,,,,,,,2.82E+09,4.54E+08,
3284,24,60,scatter,compact,87.5,12.5,1.194624,0.4006288,2407498000,932115200,147.9382,88.64424,1.194624,236.5824,2.41E+03,9.32E+02,123.8366214,221.2627749,345.0993963,2720.30,23.65,,,,,,,2.88E+09,3.73E+08,
3285,24,60,scatter,compact,90,10,1.214792,0.3332626,2434896000,873699000,150.5904,73.63634,1.214792,224.2268,2.43E+03,8.74E+02,123.9639379,220.9559068,344.9198447,2675.14,23.60,,,,,,,2.96E+09,2.91E+08,
3286,24,60,scatter,compact,92.5,7.5,1.1344286,0.2715748,2727726000,770619600,144.5404,59.58898,1.1344286,204.1296,2.73E+03,7.71E+02,127.4125141,219.4201377,346.8326518,2864.64,24.92,,,,,,,3.09E+09,2.09E+08,
3287,24,60,scatter,compact,95,5,1.1077446,0.2148798,2864370000,590123000,144.3714,46.55582,1.1077446,190.9272,2.86E+03,5.90E+02,130.329139,216.6598256,346.9889647,2933.65,24.70,,,,,,,3.17E+09,1.27E+08,
3288,24,60,scatter,compact,97.5,2.5,0.81207118,0.656725,1884108000,1192527800,105.63478,156.44632,1.32594,262.081,1.88E+03,1.19E+03,130.0806907,238.2219651,368.3026558,2450.89,19.49,,,,,,,1.53E+09,7.83E+08,
3289,24,120,scatter,compact,2.5,97.5,0.08939002,1.3569,1235022000,2310942000,18.04587,328.4152,1.3569,346.4612,1.24E+03,2.31E+03,201.8779054,242.0334586,443.911364,2394.97,15.67,,,,,,,1.10E+08,3.14E+09,
3290,24,120,scatter,compact,5,95,0.1199298,1.319216,1610482000,2315904000,21.30148,318.6024,1.319216,339.904,1.61E+03,2.32E+03,177.6162388,241.5088962,419.125135,2463.38,18.66,,,,,,,1.93E+08,3.06E+09,
3291,24,120,scatter,compact,7.5,92.5,0.1517276,1.288198,1812604000,2308086000,24.1697,311.9806,1.288198,336.15,1.81E+03,2.31E+03,159.2966606,242.1837326,401.4803932,2522.70,20.91,,,,,,,2.75E+08,2.97E+09,
3292,24,120,scatter,compact,10,90,0.1830028,1.2675,1948540000,2281810000,25.61336,306.7536,1.2675,332.3668,1.95E+03,2.28E+03,139.9615744,242.0146746,381.9762489,2563.89,23.35,,,,,,,3.57E+08,2.89E+09,
3293,24,120,scatter,compact,12.5,87.5,0.212884,1.240866,2057680000,2265150000,27.40212,300.0676,1.240866,327.4698,2.06E+03,2.27E+03,128.7185509,241.8211153,370.5396662,2618.92,25.35,,,,,,,4.38E+08,2.81E+09,
3294,24,120,scatter,compact,15,85,0.2435898,1.220508,2132532000,2236544000,29.54842,292.3646,1.220508,321.913,2.13E+03,2.24E+03,121.3040119,239.5433705,360.8473824,2662.61,26.92,,,,,,,5.19E+08,2.73E+09,
3295,24,120,scatter,compact,17.5,82.5,0.2764108,1.182746,2174202000,2239050000,32.4082,285.0456,1.182746,317.4536,2.17E+03,2.24E+03,117.2465041,241.0032247,358.2497288,2747.62,27.83,,,,,,,6.01E+08,2.65E+09,
3296,24,120,scatter,compact,20,80,0.3067334,1.15398,2223424000,2224484000,35.5409,280.658,1.15398,316.199,2.22E+03,2.22E+03,115.869025,243.2087211,359.0777461,2816.11,28.34,,,,,,,6.82E+08,2.57E+09,
3297,24,120,scatter,compact,22.5,77.5,0.3349086,1.12171,2279130000,2216162000,39.09122,271.6194,1.12171,310.7108,2.28E+03,2.22E+03,116.7220549,242.1476139,358.8696688,2897.13,28.68,,,,,,,7.63E+08,2.49E+09,
3298,24,120,scatter,compact,25,75,0.3629574,1.089,2327018000,2208170000,41.82824,263.4212,1.089,305.2494,2.33E+03,2.21E+03,115.2428357,241.8927456,357.1355813,2984.15,29.32,,,,,,,8.45E+08,2.40E+09,
3299,24,120,scatter,compact,27.5,72.5,0.3971252,1.058474,2332704000,2194990000,44.89898,256.2,1.058474,301.099,2.33E+03,2.19E+03,113.0600123,242.0465689,355.1065812,3070.21,29.70,,,,,,,9.26E+08,2.32E+09,
3300,24,120,scatter,compact,30,70,0.4319146,1.033841,2332068000,2168906000,49.1187,249.0148,1.033841,298.1334,2.33E+03,2.17E+03,113.7231758,240.8637305,354.5869063,3143.36,29.51,,,,,,,1.01E+09,2.24E+09,
3301,24,120,scatter,compact,32.5,67.5,0.4619498,0.9988512,2356508000,2163602000,53.29252,239.8362,0.9988512,293.1288,2.36E+03,2.16E+03,115.3643101,240.1120407,355.4763509,3253.47,29.44,,,,,,,1.09E+09,2.16E+09,
3302,24,120,scatter,compact,35,65,0.4852308,0.9801904,2410856000,2121516000,58.25664,232.9458,0.9801904,291.2026,2.41E+03,2.12E+03,120.05965,237.6536232,357.7132732,3315.41,29.01,,,,,,,1.17E+09,2.08E+09,
3303,24,120,scatter,compact,37.5,62.5,0.5183112,0.9673722,2415092000,2066416000,57.36664,231.5976,0.9673722,288.9642,2.42E+03,2.07E+03,110.6799158,239.4089886,350.0889044,3359.34,30.45,,,,,,,1.25E+09,2.00E+09,
3304,24,120,scatter,compact,40,60,0.548805,0.9308934,2427746000,2061818000,59.24976,222.0608,0.9308934,281.3104,2.43E+03,2.06E+03,107.9614071,238.5458958,346.5073029,3490.98,31.13,,,,,,,1.33E+09,1.92E+09,
3305,24,120,scatter,compact,42.5,57.5,0.5731658,0.890923,2466150000,2061636000,67.39376,211.7624,0.890923,279.1564,2.47E+03,2.06E+03,117.5816143,237.6887789,355.2703932,3647.60,29.65,,,,,,,1.41E+09,1.84E+09,
3306,24,120,scatter,compact,45,55,0.6051178,0.8850538,2470112000,1983774000,72.26634,211.017,0.8850538,283.2836,2.47E+03,1.98E+03,119.4252425,238.4227942,357.8480367,3671.79,29.00,,,,,,,1.49E+09,1.76E+09,
3307,24,120,scatter,compact,47.5,52.5,0.6362796,0.8528134,2476798000,1962830000,78.09892,202.2342,0.8528134,280.333,2.48E+03,1.96E+03,122.7430834,237.1376904,359.8807738,3810.60,28.46,,,,,,,1.58E+09,1.67E+09,
3308,24,120,scatter,compact,50,50,0.6766292,0.8279454,2450834000,1923380000,88.75792,196.0232,0.8279454,284.7812,2.45E+03,1.92E+03,131.1766031,236.7586075,367.9352106,3925.06,26.81,,,,,,,1.66E+09,1.59E+09,
3309,24,120,scatter,compact,52.5,47.5,0.722536,0.8264166,2406018000,1830046000,98.77562,196.9152,0.8264166,295.6906,2.41E+03,1.83E+03,136.7068492,238.2759494,374.9827987,3932.32,25.28,,,,,,,1.74E+09,1.51E+09,
3310,24,120,scatter,compact,55,45,0.7592212,0.7946528,2397284000,1800956000,94.50302,187.0036,0.8056516,281.5064,2.40E+03,1.80E+03,124.4736317,235.3274285,359.8010602,4033.67,26.91,,,,,,,1.82E+09,1.43E+09,
3311,24,120,scatter,compact,57.5,42.5,0.8019484,0.7432128,2370556000,1814322000,96.76958,174.5326,0.8019484,271.3022,2.37E+03,1.81E+03,120.6680879,234.8352989,355.5033867,4052.30,27.37,,,,,,,1.90E+09,1.35E+09,
3312,24,120,scatter,compact,60,40,0.8358226,0.698269,2371468000,1815406000,102.51884,166.2166,0.8358226,268.7356,2.37E+03,1.82E+03,122.6562192,238.0409269,360.6971461,3888.07,26.96,,,,,,,1.98E+09,1.27E+09,
3313,24,120,scatter,compact,62.5,37.5,0.870601,0.6615584,2370318000,1792614000,109.0058,158.8718,0.870601,267.8776,2.37E+03,1.79E+03,125.2075291,240.1478086,365.3553376,3732.75,26.40,,,,,,,2.06E+09,1.19E+09,
3314,24,120,scatter,compact,65,35,0.9104928,0.6373524,2355596000,1733294000,113.088,152.0118,0.9104928,265.0998,2.36E+03,1.73E+03,124.2052655,238.5051033,362.7103688,3569.20,26.23,,,,,,,2.14E+09,1.10E+09,
3315,24,120,scatter,compact,67.5,32.5,0.9403966,0.6023914,2366970000,1698670000,115.7674,139.7814,0.9403966,255.5486,2.37E+03,1.70E+03,123.1048687,232.0441494,355.1490181,3455.71,26.55,,,,,,,2.23E+09,1.02E+09,
3316,24,120,scatter,compact,70,30,0.9578124,0.5820186,2409092000,1624930000,115.9698,135.913,0.9578124,251.8826,2.41E+03,1.62E+03,121.077781,233.5200284,354.5978094,3392.87,26.86,,,,,,,2.31E+09,9.46E+08,
3317,24,120,scatter,compact,72.5,27.5,1.0019338,0.5274962,2384486000,1632590000,118.506,123.6832,1.0019338,242.1896,2.38E+03,1.63E+03,118.2772754,234.4722104,352.7494858,3243.46,27.12,,,,,,,2.39E+09,8.61E+08,
3318,24,120,scatter,compact,75,25,1.035874,0.4963208,2384182000,1570620000,127.474,115.7318,1.035874,243.206,2.38E+03,1.57E+03,123.0593682,233.1794275,356.2387957,3137.19,26.11,,,,,,,2.47E+09,7.80E+08,
3319,24,120,scatter,compact,77.5,22.5,1.071058,0.4709926,2381842000,1482642000,134.5892,110.3206,1.071058,244.91,2.38E+03,1.48E+03,125.6600483,234.230007,359.8900553,3034.13,25.28,,,,,,,2.55E+09,6.98E+08,
3320,24,120,scatter,compact,80,20,1.113184,0.4364706,2364516000,1413096000,136.844,102.42268,1.113184,239.2668,2.36E+03,1.41E+03,122.9302613,234.6611204,357.5913817,2919.31,25.26,,,,,,,2.63E+09,6.17E+08,
3321,24,120,scatter,compact,82.5,17.5,1.0972168,0.4040872,2496762000,1325132000,138.1006,94.43962,1.0972168,232.54,2.50E+03,1.33E+03,125.86446,233.7109911,359.5754511,2961.80,25.51,,,,,,,2.74E+09,5.35E+08,
3322,24,120,scatter,compact,85,15,1.1166668,0.374291,2526944000,1216356000,143.098,86.717,1.1166668,229.815,2.53E+03,1.22E+03,128.1474474,231.6833694,359.8308167,2910.21,24.97,,,,,,,2.82E+09,4.55E+08,
3323,24,120,scatter,compact,87.5,12.5,1.167592,0.3298442,2474202000,1130094000,144.6304,76.89974,1.167592,221.5304,2.47E+03,1.13E+03,123.8706672,233.1395853,357.0102524,2783.28,24.82,,,,,,,2.89E+09,3.73E+08,
3324,24,120,scatter,compact,90,10,1.1756444,0.2921146,2546390000,996935200,147.695,67.7985,1.1756444,215.4938,2.55E+03,9.97E+02,125.6289742,232.0955543,357.7245285,2764.22,24.56,,,,,,,2.99E+09,2.91E+08,
3325,24,120,scatter,compact,92.5,7.5,1.1453324,0.2596262,2690230000,807606400,142.7794,59.8984,1.1453324,202.6778,2.69E+03,8.08E+02,124.6619759,230.7101517,355.3721276,2837.37,25.08,,,,,,,3.08E+09,2.10E+08,
3326,24,120,scatter,compact,95,5,1.244198,0.2294492,2528040000,558963400,157.3888,52.33828,1.244198,209.727,2.53E+03,5.59E+02,126.498194,228.1039986,354.6021926,2611.91,22.44,,,,,,,3.15E+09,1.28E+08,
3327,24,120,scatter,compact,97.5,2.5,0.8236854,0.567397,1862112000,1381722200,101.48652,136.01632,1.233288,237.5026,1.86E+03,1.38E+03,123.2102936,239.7198434,362.9301371,2635.02,20.88,,,,,,,1.53E+09,7.84E+08,
3328,24,180,scatter,compact,2.5,97.5,0.0886726,1.085054,1244960000,2890262000,14.00754,265.4596,1.085054,279.467,1.24E+03,2.89E+03,157.9692036,244.6510496,402.6202532,2995.00,19.69,,,,,,,1.10E+08,3.14E+09,
3329,24,180,scatter,compact,5,95,0.1197452,1.063726,1612490000,2871910000,20.35546,262.4198,1.063726,282.7754,1.61E+03,2.87E+03,169.9897783,246.6986799,416.6884582,3055.05,21.13,,,,,,,1.93E+08,3.05E+09,
3330,24,180,scatter,compact,7.5,92.5,0.150714,1.044974,1825830000,2845684000,23.03452,257.5074,1.044974,280.542,1.83E+03,2.85E+03,152.8359675,246.4246957,399.2606632,3109.87,23.49,,,,,,,2.75E+08,2.97E+09,
3331,24,180,scatter,compact,10,90,0.1862378,1.024668,1915718000,2822810000,24.9975,254.1874,1.024668,279.1848,1.92E+03,2.82E+03,134.2235572,248.0680572,382.2916144,3171.50,25.65,,,,,,,3.57E+08,2.89E+09,
3332,24,180,scatter,compact,12.5,87.5,0.2132126,0.9982828,2054194000,2816552000,27.36838,247.6474,0.9982828,275.0156,2.05E+03,2.82E+03,128.3619261,248.0733916,376.4353177,3255.32,27.36,,,,,,,4.38E+08,2.81E+09,
3333,24,180,scatter,compact,15,85,0.2452428,0.9764506,2119344000,2795814000,29.77024,241.3834,0.9764506,271.1536,2.12E+03,2.80E+03,121.3908828,247.2049277,368.5958106,3328.11,28.77,,,,,,,5.20E+08,2.73E+09,
3334,24,180,scatter,compact,17.5,82.5,0.2787066,0.9634238,2155824000,2748808000,33.7354,241.2362,0.9634238,274.972,2.16E+03,2.75E+03,121.0427023,250.3946861,371.4373884,3373.11,28.79,,,,,,,6.01E+08,2.65E+09,
3335,24,180,scatter,compact,20,80,0.3077288,0.9379308,2216090000,2736832000,38.03956,234.0374,0.9379308,272.0772,2.22E+03,2.74E+03,123.6139094,249.5252315,373.1391409,3464.79,28.90,,,,,,,6.82E+08,2.57E+09,
3336,24,180,scatter,compact,22.5,77.5,0.3352238,0.92662,2277460000,2682994000,39.90522,231.03,0.92662,270.935,2.28E+03,2.68E+03,119.0405335,249.3255056,368.3660391,3507.08,29.89,,,,,,,7.63E+08,2.49E+09,
3337,24,180,scatter,compact,25,75,0.3651388,0.9108132,2313236000,2640624000,41.8627,225.6608,0.9108132,267.5238,2.31E+03,2.64E+03,114.6487308,247.7574985,362.4062293,3567.95,30.83,,,,,,,8.45E+08,2.41E+09,
3338,24,180,scatter,compact,27.5,72.5,0.3967992,0.9074186,2333878000,2564702000,44.86784,223.7638,0.9074186,268.632,2.33E+03,2.56E+03,113.0744215,246.5937992,359.6682207,3581.30,31.04,,,,,,,9.26E+08,2.33E+09,
3339,24,180,scatter,compact,30,70,0.4299652,0.8681536,2342476000,2582536000,47.79874,216.1534,0.8681536,263.9522,2.34E+03,2.58E+03,111.1688574,248.9805951,360.1494525,3743.27,31.44,,,,,,,1.01E+09,2.24E+09,
3340,24,180,scatter,compact,32.5,67.5,0.4614422,0.8480378,2359456000,2547976000,51.32638,208.0636,0.8480378,259.3902,2.36E+03,2.55E+03,111.2303556,245.3470824,356.577438,3832.06,31.60,,,,,,,1.09E+09,2.16E+09,
3341,24,180,scatter,compact,35,65,0.476131,0.8268888,2459578000,2515172000,53.5667,200.9022,0.8268888,254.469,2.46E+03,2.52E+03,112.5041218,242.9615687,355.4656905,3930.07,32.21,,,,,,,1.17E+09,2.08E+09,
3342,24,180,scatter,compact,37.5,62.5,0.5137666,0.8128804,2439260000,2458542000,57.82396,195.5484,0.8128804,253.3722,2.44E+03,2.46E+03,112.5490836,240.5623263,353.1114098,3997.80,31.89,,,,,,,1.25E+09,2.00E+09,
3343,24,180,scatter,compact,40,60,0.5577084,0.8095812,2389326000,2368288000,61.69202,194.9526,0.8095812,256.6446,2.39E+03,2.37E+03,110.6169819,240.8067282,351.4237101,4014.09,31.43,,,,,,,1.33E+09,1.92E+09,
3344,24,180,scatter,compact,42.5,57.5,0.5756192,0.7901932,2455462000,2324122000,67.52784,186.097,0.7901932,253.6246,2.46E+03,2.32E+03,117.3133905,235.5082276,352.8216181,4112.58,30.80,,,,,,,1.41E+09,1.84E+09,
3345,24,180,scatter,compact,45,55,0.6064666,0.7665958,2464662000,2289356000,73.66462,180.9502,0.7665958,254.6146,2.46E+03,2.29E+03,121.4652546,236.0438187,357.5090733,4239.18,29.99,,,,,,,1.49E+09,1.76E+09,
3346,24,180,scatter,compact,47.5,52.5,0.638136,0.7491224,2469596000,2234346000,85.27654,182.5068,0.7491224,267.7834,2.47E+03,2.23E+03,133.6338022,243.6274766,377.2612788,4338.06,27.65,,,,,,,1.58E+09,1.67E+09,
3347,24,180,scatter,compact,50,50,0.6772312,0.7373422,2448586000,2160496000,92.50162,179.4068,0.7373422,271.9082,2.45E+03,2.16E+03,136.5879481,243.3155189,379.903467,4407.36,26.81,,,,,,,1.66E+09,1.59E+09,
3348,24,180,scatter,compact,52.5,47.5,0.7238902,0.722806,2401542000,2090570000,93.55962,175.8684,0.7397262,269.428,2.40E+03,2.09E+03,129.2455955,243.3134202,372.5590157,4393.16,27.17,,,,,,,1.74E+09,1.51E+09,
3349,24,180,scatter,compact,55,45,0.7605904,0.6796922,2392756000,2104174000,90.65164,164.3236,0.7605904,254.9754,2.39E+03,2.10E+03,119.1858851,241.7617857,360.9476708,4272.65,28.78,,,,,,,1.82E+09,1.43E+09,
3350,24,180,scatter,compact,57.5,42.5,0.7997614,0.6490806,2377066000,2078332000,96.07996,156.8032,0.7997614,252.883,2.38E+03,2.08E+03,120.1357805,241.5773942,361.7131747,4063.38,28.39,,,,,,,1.90E+09,1.35E+09,
3351,24,180,scatter,compact,60,40,0.8345234,0.6310006,2375074000,2008384000,105.0352,154.5908,0.8345234,259.6262,2.38E+03,2.01E+03,125.8624983,244.9931109,370.8556092,3894.12,27.07,,,,,,,1.98E+09,1.27E+09,
3352,24,180,scatter,compact,62.5,37.5,0.8684776,0.6051514,2376202000,1960128000,109.433,150.611,0.8684776,260.0444,2.38E+03,1.96E+03,126.0055527,248.8815196,374.8870723,3741.87,26.73,,,,,,,2.06E+09,1.19E+09,
3353,24,180,scatter,compact,65,35,0.9107616,0.5780304,2354944000,1911120000,109.1388,142.4836,0.9107616,251.6228,2.35E+03,1.91E+03,119.8324567,246.4984541,366.3309108,3568.15,27.41,,,,,,,2.14E+09,1.10E+09,
3354,24,180,scatter,compact,67.5,32.5,0.9281718,0.5560044,2398430000,1841024000,111.0736,131.7282,0.9281718,242.802,2.40E+03,1.84E+03,119.669225,236.9193481,356.5885731,3501.22,27.81,,,,,,,2.23E+09,1.02E+09,
3355,24,180,scatter,compact,70,30,0.9537714,0.5295496,2419464000,1779570000,115.7468,126.3994,0.9537714,242.1464,2.42E+03,1.78E+03,121.3569625,238.6922774,360.0492398,3407.25,27.39,,,,,,,2.31E+09,9.42E+08,
3356,24,180,scatter,compact,72.5,27.5,0.9936206,0.5027818,2403882000,1712118000,121.952,122.5066,0.9936206,244.4584,2.40E+03,1.71E+03,122.7349755,243.6575867,366.3925622,3270.60,26.61,,,,,,,2.39E+09,8.61E+08,
3357,24,180,scatter,compact,75,25,1.039076,0.4786008,2377058000,1628648000,124.8616,116.2934,1.039076,241.1548,2.38E+03,1.63E+03,120.1659936,242.9862215,363.1522151,3127.52,26.48,,,,,,,2.47E+09,7.79E+08,
3358,24,180,scatter,compact,77.5,22.5,1.070782,0.4508516,2382496000,1548826000,131.6712,109.8984,1.070782,241.5696,2.38E+03,1.55E+03,122.9673267,243.7573694,366.7246961,3034.92,25.73,,,,,,,2.55E+09,6.98E+08,
3359,24,180,scatter,compact,80,20,1.11189,0.4243112,2367254000,1453956000,136.3218,104.2546,1.11189,240.5762,2.37E+03,1.45E+03,122.6036748,245.7031537,368.3068285,2922.71,25.23,,,,,,,2.63E+09,6.17E+08,
3360,24,180,scatter,compact,82.5,17.5,1.105582,0.4081654,2461750000,1312232000,137.3724,99.24552,1.105582,236.618,2.46E+03,1.31E+03,124.2534701,243.1502523,367.4037224,2939.39,25.21,,,,,,,2.72E+09,5.36E+08,
3361,24,180,scatter,compact,85,15,1.130682,0.4082022,2480446000,1121449200,142.519,98.40482,1.130682,240.9238,2.48E+03,1.12E+03,126.0469345,241.0688134,367.115748,2874.14,24.33,,,,,,,2.80E+09,4.58E+08,
3362,24,180,scatter,compact,87.5,12.5,1.167844,0.3582688,2474458000,1042782600,144.6054,88.43508,1.167844,233.0406,2.47E+03,1.04E+03,123.8225311,246.8400263,370.6625574,2782.68,24.21,,,,,,,2.89E+09,3.74E+08,
3363,24,180,scatter,compact,90,10,1.237782,0.319133,2389200000,912760400,153.7194,78.15162,1.237782,231.871,2.39E+03,9.13E+02,124.1893968,244.887304,369.0767009,2625.45,22.97,,,,,,,2.96E+09,2.91E+08,
3364,24,180,scatter,compact,92.5,7.5,1.276664,0.2932714,2380072000,715900400,159.0786,70.27668,1.276664,229.3552,2.38E+03,7.16E+02,124.6049078,239.6301856,364.2350933,2545.49,22.09,,,,,,,3.04E+09,2.10E+08,
3365,24,180,scatter,compact,95,5,1.2413764,0.2674848,2550310000,479275000,157.4738,62.79358,1.2413764,220.2674,2.55E+03,4.79E+02,126.8541918,234.7556945,361.6098864,2617.85,22.15,,,,,,,3.17E+09,1.28E+08,
3366,24,180,scatter,compact,97.5,2.5,0.75619544,0.5468492,2031086000,1477635400,98.287612,134.2604,1.119948,232.548,2.03E+03,1.48E+03,129.9764675,245.5163142,375.4927816,2901.68,21.65,,,,,,,1.54E+09,8.08E+08,
3367,24,240,scatter,compact,2.5,97.5,0.0910696,0.9751884,1214364000,3215672000,18.229972,242.188,0.9751884,260.418,1.21E+03,3.22E+03,200.1762608,248.3499599,448.5262207,3332.42,19.01,,,,,,,1.11E+08,3.14E+09,
3368,24,240,scatter,compact,5,95,0.1215146,0.9583338,1590424000,3187672000,22.42648,235.9188,0.9583338,258.3454,1.59E+03,3.19E+03,184.557905,246.1760193,430.7339242,3391.03,21.57,,,,,,,1.93E+08,3.05E+09,
3369,24,240,scatter,compact,7.5,92.5,0.1548284,0.942107,1783158000,3156476000,25.21878,234.2576,0.942107,259.4764,1.78E+03,3.16E+03,162.8821327,248.65286,411.5349928,3449.43,23.64,,,,,,,2.76E+08,2.97E+09,
3370,24,240,scatter,compact,10,90,0.1879536,0.9338666,1900654000,3097252000,25.66854,232.318,0.9338666,257.9864,1.90E+03,3.10E+03,136.5684935,248.7700063,385.3384998,3479.87,26.37,,,,,,,3.57E+08,2.89E+09,
3371,24,240,scatter,compact,12.5,87.5,0.2157254,0.9111344,2030982000,3085084000,26.7618,225.7282,0.9111344,252.49,2.03E+03,3.09E+03,124.0549328,247.7441308,371.7990636,3566.69,28.82,,,,,,,4.38E+08,2.81E+09,
3372,24,240,scatter,compact,15,85,0.246264,0.8938514,2108904000,3053648000,29.67692,220.162,0.8938514,249.839,2.11E+03,3.05E+03,120.5085599,246.3071602,366.8157201,3635.65,29.90,,,,,,,5.19E+08,2.73E+09,
3373,24,240,scatter,compact,17.5,82.5,0.2761128,0.8788448,2176012000,3013424000,33.52676,220.8298,0.8788448,254.3568,2.18E+03,3.01E+03,121.4241426,251.2728072,372.6969498,3697.73,29.91,,,,,,,6.01E+08,2.65E+09,
3374,24,240,scatter,compact,20,80,0.3061608,0.8587202,2227618000,2989294000,35.60878,219.257,0.8587202,254.8662,2.23E+03,2.99E+03,116.3074437,255.3299666,371.6374103,3784.39,30.86,,,,,,,6.82E+08,2.57E+09,
3375,24,240,scatter,compact,22.5,77.5,0.3341822,0.8503874,2284036000,2923642000,39.10744,215.3924,0.8503874,254.4996,2.28E+03,2.92E+03,117.0243059,253.2873841,370.31169,3821.48,31.06,,,,,,,7.63E+08,2.49E+09,
3376,24,240,scatter,compact,25,75,0.3641758,0.8432038,2319674000,2852160000,40.89956,206.6314,0.8432038,247.5306,2.32E+03,2.85E+03,112.3071879,245.05511,357.3622979,3854.03,32.29,,,,,,,8.45E+08,2.40E+09,
